GPT2,Mistral-7B,pythia-12b-deduped,LLaMa-3.1-8B,Mistral-24B
4.304651260375977,7.599609375,5.50812578201294,6.58726167678833,6.58984375
4.381080627441406,7.6435546875,5.643139362335205,6.7588582038879395,6.578125
6.662386894226074,10.33343505859375,8.449039459228516,9.813204765319824,9.2734375
7.101237773895264,10.6217041015625,8.446961402893066,10.07528305053711,9.21875
8.172235488891602,7.09765625,7.599511623382568,7.305549621582031,7.21875
8.545814514160156,7.2265625,7.870101451873779,7.814487457275391,7.3515625
7.343803405761719,5.8125,6.234037399291992,4.75148868560791,5.453125
8.189970016479492,6.1796875,6.665505409240723,5.44239616394043,6.140625
5.100663057644852,7.08799934387207,5.96558273921255,6.350737452507019,6.6991119384765625
5.046003303141333,6.906333923339844,5.839548715564888,6.264366507530212,6.601585388183594
8.212570842762943,7.847686767578125,7.672821518266573,7.896591901779175,7.551788330078125
8.299926077772398,7.7773590087890625,7.647734397032764,7.800675272941589,7.457973480224609
4.449437141418457,5.875,6.398272037506104,4.999093055725098,3.638671875
4.458701133728027,5.94140625,6.585954666137695,4.889524936676025,3.669921875
4.744572639465332,4.9609375,4.863359928131104,4.391950607299805,3.13671875
4.8136515617370605,5.046875,4.737833499908447,4.282575607299805,3.068359375
7.3544697761535645,8.3359375,7.760886192321777,8.379809379577637,7.25390625
7.127336025238037,8.5390625,8.027168273925781,8.750015258789062,7.3046875
9.097073554992676,9.328125,8.120135307312012,8.912492752075195,9.3828125
9.587613105773926,9.7578125,8.810250282287598,9.468168258666992,9.6015625
3.4388253688812256,2.73046875,3.708718776702881,3.1590576171875,1.9501953125
2.8849120140075684,2.66015625,3.6970348358154297,3.1408820152282715,1.94140625
3.735631227493286,3.361328125,3.4924747943878174,4.075283527374268,2.798828125
3.3508219718933105,3.234375,3.7796685695648193,3.9785044193267822,2.837890625
4.224212646484375,3.298828125,3.2465341091156006,3.713585376739502,4.43359375
4.556896209716797,3.541015625,3.516934394836426,3.9289350509643555,4.47265625
2.755913019180298,2.533203125,1.5078147649765017,3.098050594329834,3.67578125
2.983961582183838,2.80078125,1.769141674041748,3.407212734222412,3.845703125
4.580173969268799,7.1953125,4.531782150268555,6.360991954803467,6.33203125
4.618084907531738,6.98828125,4.827667713165283,5.954712867736816,6.48828125
5.196067810058594,5.78125,5.0587568283081055,7.546308517456055,6.21875
5.205151557922363,5.60546875,5.014092445373535,7.098596096038818,6.15234375
1.599353909492493,2.76171875,2.8369174003601074,4.067857265472412,2.427734375
1.4461987018585205,2.4609375,2.740663528442383,3.9191906452178955,2.376953125
0.7604268789291382,1.3203125,2.307664394378662,2.0087766647338867,1.548828125
0.597975492477417,1.3349609375,2.390387296676636,1.978380799293518,1.65234375
4.615781784057617,6.02734375,5.155151844024658,6.428447246551514,6.8515625
4.971856117248535,5.97265625,5.012408256530762,6.1753387451171875,6.9453125
3.43826675415039,5.22265625,4.839356422424316,3.6003715991973877,4.75
4.2299580574035645,5.171875,4.998800277709961,3.6311187744140625,4.94921875
6.549280166625977,9.0078125,7.874999523162842,8.305521011352539,8.7109375
6.592064380645752,8.953125,7.704237461090088,8.302152633666992,8.625
6.150161743164063,7.27734375,6.077609062194824,6.55223274230957,7.9609375
5.87310791015625,7.109375,5.833043098449707,6.603664398193359,7.9453125
3.511894941329956,6.44921875,5.87655782699585,6.5424065589904785,5.35546875
3.5961873531341557,6.58203125,5.518204689025879,6.43682336807251,5.5078125
3.4208505153656006,4.24609375,5.984263896942139,4.790539264678955,5.1015625
3.359792709350586,4.41015625,5.748866558074951,4.75526762008667,5.03515625
4.392379760742188,4.62890625,5.870104789733887,5.88607931137085,4.6640625
4.462027549743652,4.90234375,5.8653435707092285,5.986928462982178,4.80078125
4.530601501464844,3.92578125,5.766645431518555,5.2966532707214355,4.85546875
5.153003692626953,4.03125,5.835509300231934,5.566311359405518,5.0078125
6.59029483795166,3.8503494262695312,5.411623954772949,4.745716094970703,3.396484375
6.59029483795166,3.8503494262695312,5.411623954772949,4.745716094970703,3.396484375
10.214137092232704,7.25732421875,7.155026435852051,7.604129448533058,8.277587890625
10.21413391828537,7.25732421875,7.155026435852051,7.604130417108536,8.277587890625
11.708122253417969,11.46875,8.790871620178223,10.741981506347656,10.46875
11.298772811889648,11.2109375,8.559839248657227,10.651922225952148,10.5
11.258856773376465,10.4140625,9.536872863769531,11.005001068115234,10.7578125
11.055303573608398,10.296875,9.588650703430176,10.763837814331055,10.65625
4.990347385406494,5.265625,5.023800373077393,5.528038501739502,4.61328125
4.91208028793335,5.25,4.985796928405762,5.504384994506836,4.15625
4.987005233764648,3.380859375,3.5443081855773926,3.5754897594451904,3.689453125
5.306293964385986,3.564453125,3.695578813552856,3.552326202392578,3.572265625
0.5243327617645264,0.5009765625,0.4921942949295044,0.37374603748321533,0.264404296875
0.4777445793151855,0.5009765625,0.4872840344905853,0.38201165199279785,0.26171875
0.8107330799102783,0.5205078125,0.4760064780712127,0.4660210609436035,0.321533203125
0.6506824493408203,0.505859375,0.4148187339305877,0.4421033263206482,0.31884765625
3.494313716888428,5.065277099609375,4.374016761779785,5.281197547912598,5.47265625
3.459814548492432,4.42236328125,4.219888687133789,4.879303455352783,5.0234375
3.844363212585449,6.4722900390625,4.413730621337891,5.35310173034668,6.55078125
4.12288761138916,5.259765625,4.563928604125977,5.089118003845215,6.109375
5.402310371398926,5.60546875,6.323087692260742,5.650913238525391,5.73046875
5.185143947601318,5.734375,6.376664638519287,5.696987628936768,5.86328125
5.587827682495117,6.01953125,6.0244879722595215,5.92603063583374,6.80078125
5.313722133636475,6.1640625,5.974071502685547,6.213438987731934,7.21484375
