GPT2,Mistral-7B,pythia-12b-deduped,LLaMa-3.1-8B,Mistral-24B
1.5467934970344817,1.3849138532366072,1.5795979765909058,1.1718630492687225,1.0062517438616072
1.5550623110362465,1.3166765485491072,1.6023310241954667,1.167753089751516,1.0838535853794642
1.6881338953971865,1.4448503766741072,1.7689018451741765,1.327413722872734,1.3965628487723214
1.8278422206640244,1.43133544921875,1.8345656533326424,1.3411119793142592,1.4335675920758928
2.4235070177486966,1.7899693080357142,2.3026349927697862,1.9654936960765295,1.857177734375
2.3671781548431943,1.77734375,2.285746310438429,2.077774452311652,1.8403669084821428
2.767785047491392,2.44073486328125,2.4186573177576065,2.6684254556894302,2.6129150390625
2.755117177963257,2.387044270833333,2.5127039353052774,2.704672783613205,2.74853515625
2.088002886623144,1.86553955078125,1.5616638497449458,1.1684893388301134,1.4658889770507812
2.07810371927917,1.84429931640625,1.5962908756919203,1.1905679609626532,1.3666229248046875
2.8557635080069304,2.3196258544921875,2.177358578890562,2.005536518059671,1.724884033203125
2.8226812286302447,2.4263153076171875,2.0574611420743167,2.05692220851779,1.8198471069335935
2.173202323913574,2.199853515625,2.002821359038353,1.8041083931922912,1.667333984375
2.1730953812599183,2.239501953125,2.0234419822692877,1.768355655670166,1.651708984375
3.2143632888793947,2.643505859375,2.8245684623718263,2.0426281452178956,1.994970703125
3.412866359949112,3.04755859375,3.034868988394737,2.3017982244491577,2.230419921875
2.9691969871521,2.355810546875,2.7920288026332853,2.4364349275827406,2.10263671875
2.9624772012233733,2.2818115234375,2.8274461060762404,2.3339849539101123,2.1003173828125
1.760221070051193,1.4441162109375,1.7879162102937698,1.365102405101061,1.0604736328125
1.7565781831741334,1.471240234375,1.8779594123363492,1.4230556637048721,1.148779296875
2.9140267883028304,1.496659278869629,1.9205087551048825,1.5876362057668822,1.8164411272321428
2.9665148332715034,1.5593395233154297,2.068590950753008,1.6531746951597077,1.8352007184709824
2.780983328819275,1.6757027762276786,1.9702675374490877,1.5655653615083014,1.8754185267857144
2.7545075299484387,1.7017560686383928,1.920287630387715,1.8383206693189484,2.241960797991072
5.1102091159139365,4.274483816964286,4.44126798425402,4.326259957892554,3.338274274553572
5.158087994371142,4.335641043526786,4.493202743785722,4.655146654163088,3.482945033482143
4.371529417378562,3.314682006835937,3.3822120811258043,2.923153670238597,2.2482235431671143
4.454138479062489,3.202188014984131,3.35129637164729,3.1649178953043053,2.8351768255233765
3.98423285484314,2.551560538155692,2.9430340883360864,3.0857733376324177,2.786756674448649
3.929277010262013,2.467221260070801,3.0910846462744908,3.2706340231001376,2.8024681409200034
2.0476369142532347,0.885888671875,1.6936981350183486,0.6821307420730591,0.80517578125
2.109596759080887,0.9563232421875,1.7225441306829452,0.79949991106987,0.79937744140625
2.2379374972411563,1.6719796316964286,1.8786438320364272,2.199358139719282,2.271484375
2.214364843709128,1.7526506696428572,1.9077306645257133,2.244191884994507,2.1547154017857144
2.7547889351844788,2.501674107142857,2.3716050812176297,2.482427252190454,2.266741071428572
2.810682935374124,2.498814174107143,2.428345322608948,2.496034485953195,2.224609375
1.506131115059058,1.4061381022135415,1.2137388562162716,1.2568646123011906,1.0589396158854167
1.5288046424587567,1.440948486328125,1.2322265108426411,1.2307075435916583,1.1400146484375
2.09444854905208,1.7034810384114585,2.109401245911916,1.670870838065942,1.4354248046875
2.0521856571237245,1.6650899251302085,2.020892289777597,1.6972342977921169,1.4405314127604167
1.6182354475770675,1.4037214006696428,1.8418372912066323,1.3461972794362478,1.0755440848214286
1.6429140099457331,1.3944266183035714,1.8927823560578485,1.3212739889110838,1.169677734375
2.2754385266453028,2.1439743041992188,2.2277338029816747,1.9334054528735578,1.7276840209960938
2.299056968651712,2.3580856323242188,2.3257195139303803,2.0046029342338443,1.8111038208007808
2.3747916035354137,2.455387115478516,2.18137083761394,1.9320616540499032,1.9600791931152344
2.3842907287180424,2.5020523071289062,2.301429582759738,2.073399921413511,1.9691505432128904
2.3227474292119346,1.2815416124131944,1.639471770160728,1.1888231225311756,1.5957285563151042
2.401659411688646,1.2713724772135415,1.748217910528183,1.2851122799846861,1.5715518527560763
2.8387677911669016,1.6735363006591797,2.650078545867776,2.130204485496506,1.9406909942626955
2.944720103715857,1.6999835968017578,2.6030385034779706,2.22313388363303,1.9560616811116536
2.017557607963681,1.0687580108642578,1.5104857149223487,1.3472310868479933,1.403958002726237
1.9749653333177168,1.0869274139404297,1.5844886609508346,1.3484480745003868,1.451962153116862
2.745872414112091,2.614990234375,2.750790816545486,2.7615666031837462,1.7154296875
2.729408347606659,2.6583984375,2.739027905464172,2.782789444923401,1.643310546875
3.4561296701431274,3.8953369140625,4.050010785460472,3.8242247506976126,3.4607421875
3.383982002735138,3.79381103515625,4.047187802195549,3.8453571662306785,3.48753662109375
1.7069518249481916,1.431250678168403,0.9081089668907224,0.9735784251242876,0.9092140197753906
1.6965428963303566,1.4694976806640625,0.9203148456290364,0.9846821306273341,0.8684463500976562
3.2131538816860745,2.773768833705357,2.4276647940278053,2.580788428229945,2.1509835379464284
3.2152174626077925,2.855194091796875,2.4906808340123723,2.6016869438546046,2.243809291294643
2.5238178645571074,2.0544230143229165,2.2506953477859497,2.172955205043157,1.8853556315104167
2.547616943717003,2.057942708333333,2.301345298687617,2.2389052311579385,1.87255859375
2.303321544613157,1.8951154436383928,2.0765140407851765,2.2541483151061192,1.8965192522321428
2.322472436087472,1.9106314522879464,2.089331926511867,2.2396106368729045,1.8965715680803568
